τριάριοι,triarii
ἀρτιθαλής,floridulus
εὔχυλος,sucosus,sucido
ἄτριχος,depilis,capillitium
δυσέμβατος,prodeambulo
στρέφω,conuerto
ἀνθησσάομαι,offlecto
μουσική,musica
συνδιασκοπέω,conuiso
πλεκτή,tortum
διαβιβάζω,transueho
ἄλυρος,incomitatus
μαντοσύνη,haruspicinus
λοῖσθος,finalitas
ἐρωτύλος,deliciolae
συοτρόφος,sybotes,suinus
κοσμητός,praeordino
λιπαροκρήδεμνος,praefulgidus
ἐπίδειξις,proba
διανοίγω,resutus
συλλαλέω,rauio
δυσλόγιστος,perdurus
ἐκχέω,offundo,defundo
ταρσόομαι,cophinus
συγκαταψεύδομαι,confutuo
ἀνάπνευσις,spiratio
περιοδεύω,orbiculor
κομποφακελορρήμων,manuciolum
ἀστεροειδής,stelliger,stellifer
ἀναρροιζέω,oxyschoenos,euripice
ἐπιτήδευμα,suetudo
κορμός,caudex
ἀκατάπληκτος,imperterritus
καταστεγάζω,superintego,supertego
ἀνακρεμάννυμι,dependeo
εὔβολος,fortunatim
διάζωμα,uenula
πληκτικός,inflictus
ὑπόπυρρος,russeus,surrufus
πρευμενής,mitificus
ὁμολόγημα,immissio
κυρήβια,furfureus,apluda
ἔκδεια,prolapsio
ἐρωτικός,dilectio,redamo
ἤλεκτρον,electrus,sucinus
εὐβάστακτος,motito
ἀνάπηρος,mutilus,immutilatus
ἀσφάραγος,rumen
ποιητικός,poeticus
κατακοιμάω,soporus,perdormisco
μελιτόεις,mulseus
φανή,facula
ἔμφοβος,inaudax
συγκρημνίζω,cernulo
εἱλωτικός,ilotae
δυσδιάθετος,dureo
μέλπω,chorea
βομβυλιός,bombyx
λιπαρία,obesitas
ἐγχεσφόρος,sistratus
διαπειλέω,interminor
θεοχόλωτος,subalaris
σύλλεκτος,collecticius,collectaneus
ὀγδοάς,octoiugis
κωπαί̈ς,limne,cronius
προκάρηνος,cernuo,anticus
ἀντιφερίζω,commetior
κομαροφάγος,myxum
κεῦθος,penus
ὀρθόμαντις,pseudopropheta
ὑλοτόμιον,materiarius
ἀντιπαραθέω,antecurro
κόσμημα,decoramen
ἰσοέτηρος,trimulus
πιθάκνη,seriola
ἑλκυστάζω,euerriculum
πνευμονίας,pulmonarius,pulmoneus
καλλώπισμα,inserta
λῆνος,galbeum
πρόπινον,penetralis
κακοπραγία,deliquio
ἐναρίμβροτος,mactatus
ἡμιτέλεστος,semifactus,semiperfectus
δακτυλήθρα,pollicaris
δυσσύνοπτος,perdurus
μεθήμων,perfunctorius
πολυπρόσωπος,totiugus
παραφορέω,inglomero
ἐκπίμπλημι,adimpleo
κυνοσουρίς,dromas
ὑπατεύω,consularis
κανηφορέω,cophinus
λογοποιέω,scriptito
τεσσαρακοντόργυιος,quadragenarius
φιλαθήναιος,mulierosus
πυγμή,pugnus
εἰκοσιείς,uicenarius,undetriginta
τύφω,infumo,fumigo
συνεπεμβαίνω,conculcatus
ὁμωνυμέω,homonymus,onear
ἀνέγκλητος,inculpatus
χλοεροτρόφος,herbeus
ἄρσις,ablatio
κατάμεμψις,chorobates
δεκάδραχμος,decemscalmus
σπαρταγενής,alaternus,brya
ἀγχιτέρμων,limitaris
συζυγία,copulatio
θάμνος,uirgultum
παιδαγωγός,puellus
πυρσοφόρος,asportatio
παρίημι,permitto
ἐκκναίω,contabefacio,ueterasco
μετεκδύομαι,uestiarius
ἄρκος,ingesto,ursus
εἰς,in
τύφη,zeugites
σιτωνία,farratus
πολεμητόκος,enixus
ἀλάβαστος,congialis
ὠμοσπάρακτος,succrudus
τριακοσταῖος,undequadraginta
περιᾴδω,offlecto
ἄδηλος,clam
αἴαγμα,quiritatus
περινοστέω,beto
νέκυια,popellus
συνορμέω,ancorarius,confutuo
εὐόρκωμα,deiurium
δέησις,indigeo
δαρτός,expeculiatus
κυνώ,canicula
δυσπρόσοπτος,perspecto
περιπόθητος,philus
λεπτοφαής,nitefacio
σκοτοδινιάω,uertigo
εὐέλεγκτος,parabilis
ἐπαναφορά,relatiuus
ποτή,uinum
ταινιωτικός,papyraceus,papyrifer
ὅδισμα,remeaculum
ἀθυρογλωττία,loquacitas
ἔκκλητος,disceptator
σκυτεύω,impilia,calcearium
ἐπανασείω,praeminor
γλωττοστροφέω,leucrion
διαρίθμησις,supputatio,supputarius
φρύαγμα,hinnitus
πολυάνωρ,multiuira
ὄρνυμι,surgo
δύσσοος,perdurus
τρίκλινος,tripedaneus
διεξαγωγή,disquisitio
θυμίζω,thyminus
νεότομος,deseco,praetrunco
πρόκλησις,inuitatio
αὐλίδιον,semiphalarica
τέττιξ,coquus
εἰδύλλιον,poematium
στυππεῖον,stuppa
ὑπεσθίω,celate
καταπάτησις,conculcatus
ἀντιλάμπω,lampo
ψίξ,micula
καθώς,quantulus,quoad
κήλας,cornicularius
ἀντιπολεμέω,belligero
οἰκόσιτος,uorator
ἀγρονόμος,compascuus
διαψιθυρίζω,consusurro
καταθλάω,contribulo
φρουρά,custodia
μιξολύδιος,semihiulcus
πεζακοντιστής,ueruina,uericulum
ἀκουστός,auritus
κατάφορτος,sarcinatus
ἀνέφικτος,pertingo
ἀλαμπής,perobscurus
θεμέλιος,fundamen
ἐκτίλλω,subuello
τερθρεία,hyperbolaeus
κώνειον,cicuta
φροντιστής,transactor
διάγνοια,circumspicientia
αὐθαδία,tenacia
πάμμορος,uniuersaliter
πάρνοψ,attacus
διαπατάω,praestigio
ἀποστρατοπεδεύομαι,abstantia
κορδακίζω,saltatus
περιμαιμάω,mutuito
αὐτόδαιτος,coepulonus
ἐπιπλαταγέω,circumplaudo
καταπλαστός,hygremplastrum
εὐασμός,baritus,occlamito
ἄγναπτος,purgabilis
ἀλκαῖος,sapientipotens
γενεαλογέω,inuestigo
νεόκροτος,plausibilis
ἐγρεμάχης,excitatio
ἐγερτί,desideranter
βαρέω,pondero
ἀναισχυντέω,impudens
ῥιπτός,iaculabilis
ἀταρακτέω,alcedonia
συμμεταδίδωμι,indicina
κλίτος,altrouorsum
ἀοίκητος,inhabitabilis
αὐτοπώλης,uendax
διθύραμβος,dithyrambus
μεγαλάδικος,periniurius
προσμηχανάομαι,exaptus
λεαίνω,colleuo,expolio
πευθήν,percuriosus
πρόσεξις,attentio
ἀνομολογία,deliquio
στερεομετρία,geometria
στερνοτυπία,mammicula,uerberatus
συγκαταδουλόω,associo
λίκνον,flabello,euentilo
ταρφύς,crebratus
ἀνοίγνυμι,patefacio,aperio
σκύζομαι,obirascor
δυσοδοπαίπαλος,perarduus
ἴχνος,uestigium
ἐνταῦθα,hinc
προτρέχω,proliceo
πανόψιος,omnituens,uniuersaliter
γυναικόβουλος,iurgatrix
ταναός,procerus
πρόπας,uniuersaliter,omnigenus
πρόπαρ,praeduco
ἄνδιχα,diuarico
μεγαλοκόρυφος,biuertex
τηρέω,custodio
ἐπικοιτέω,aduigilo
συνδειπνέω,inceno,cenito
χαλκότυπος,aerifer
ἀβοήθητος,immedicabilis
τεσσαρεσκαιδεκαταῖος,hemeresios
σποράζω,discindo,dispello
συμβαστάζω,comparabilis
ἀμφινέμομαι,circumcolo
λυχνοποιός,factitator
μεγαλοπραγμοσύνη,dispositura
χολλείδης,seuir
ἀγήνωρ,heros
βυσσόφρων,cogitabundus
λάβδα,theta,rho
καταχλευάζω,reludo
κάγκανος,siccanus,interaresco
σημειώδης,luminosus
θυμίαμα,acerra
ἔμπορος,mercator
κομψός,ingeniosus
βαρύδεσμος,onustus
ὑπερήμερος,temporarius
διαδικασία,disceptatio
προσκαθέζομαι,concustodio
προμαντεύομαι,diuino
δύσροια,infelicitas
πετρορριφής,saxulum
καταμηνύω,inuulgo
μυριάς,innumerabilitas
φλεγμαίνω,tumesco
ἐξέτι,quandoquidem
ταινίον,strophium,asella
παμπάλαιος,peruetustus,peruetus
τῆλις,silicia
καταγελάω,rideo,irrideo
ἐρίδματος,peraedificatus
ἐρείψιμος,indeiectus
πέδον,inhumo,humus
ἔνθα,ibi
εὔπνοος,inhalo
προηγέομαι,praeuius
ἐκβαρβαρόω,perglisco
πω,olim
προεξεπίσταμαι,percalleo
θρησκεία,superstitio
κακοτυχέω,infortunatus
ἐξαγώνιος,circumsigno
στόμωμα,chalybeius,adamanteus
ἀθεράπευτος,immedicabilis
φυλάσιος,tadius,seniculus
ἀπύθμενος,imitus
διατακτέον,gleucinus
καταιθύσσω,flucticulus
ἄχρωστος,indestrictus
τρίβολος,tribulus
λάπαξις,exinanitio
ποικιλόνωτος,multimodus
δόξασμα,phantasia
ἰσοπολιτεία,parilitas
ζῳηδόν,pancratice
ὄρομαι,peruigilo
ἐνείλημα,segestre
ἀμύνανδρος,propulsatio
ἐξοικειόω,proprio
ἀντιπροαίρεσις,mutuarius
τέκνωσις,genitus
ζύμη,camum
ὀφιογενής,draconteus
σωφρονίζω,addisco
πρυμνός,ultimo
ταπείνωσις,humilitas
σφαιριστικός,trigon
διατελής,perpes
εὐαγγέλιον,euangelium
ὀρώδης,iugosus
ἐκτήκω,deliquesco,tabeo
ἐγκαταζεύγνυμι,adapto
γύγης,gauia,trygona
νωδός,edentulus
ἀπαγής,rigoratus
φενακισμός,falsimonia
ἀντιπέρας,altrouorsum,utrobique
σκαιουργέω,adulescentior
παρεμβλέπω,limulus
ὀλιγαρχία,paucus
ἐπαλαζονεύομαι,inserpo
ἀναίθω,redardesco
πρυμνόν,catonium
ἀμαθώδης,harenaceus,sabuleta
ὀκτάκις,octies,octo
καταδίκη,praedatus
προσωφελέω,asseruio
ἀπογέννησις,generatio
ἀπονόστησις,reuerticulum,reuentus
ὑφίημι,summitto
κάρδακες,aduecticius
πολύβοτρυς,uenucula,corticosus
ἀξιοκοινώνητος,perdignus,allaudabilis
ἄφρων,amens
ἀρθρῖτις,articularius,articulatio
ὅρμινον,horminum
ἐκσείω,excutio
πόθι,alicubi
εὐθενέω,uigesco
στρόφιγξ,axiculus
ἐκτεχνάομαι,adinuenio
ἐπίπεδος,plana
ἐπιζάω,peruiuo,superuiuo
εὔμοιρος,sensilis
κόνιος,puluerulentus
ὑφάπτω,illumino
πεντακέλευθος,quintarius
μωρία,stultitia
κέδματα,arthriticus
παρθενόσφαγος,semipuella
κατάρα,maledictio
ὁδαῖος,peregrinator
παιδονόμος,educatio
αἱμάλωψ,sanguinarius,sanguineus
διερός,elixus
ἀγνόησις,inscientia,inscitia
καταφανής,perspicuus
αὐταρκέω,suppedito
νομοφύλαξ,contemplator
ῥυηφενίη,affluentia
ἀγρός,uilla
δύτης,urinator
διήλυσις,permeatus,meaculum
βου,monstrificus
ναυτολόγος,fatilegus
πυτιναῖος,porcinarius,oblocutor
τοξόδαμνος,hippotoxotae
ἀμφίζωστος,succinctulus
ἐπίχολος,biliosus
κλαυσιάω,affleo
ὑπεξαιρέω,abstulo
λεπταλέος,perinfirmus
μελίκομπος,perdulcis
σφύζω,commulco
εὐσύνθετος,parabilis
αἰσχρότης,illutibarbus
λωβητός,insultatio
ἀκρατοποσία,potorius
ἔθος,suetudo
κνῦμα,scarifatio
κήδω,anxius
αὐτοφόρητος,met
λουτήρ,lotura,lotus
ὁμοτέρμων,limitaneus
θαρσέω,metuo
τάκτης,tributarius
ἀκρόσοφος,sophia,sapientipotens
ἀείφρουρος,noctuuigilus
λεωκόρειον,aeditimus
ἀποπαύω,concesso
περιέσχατα,acrolithus
πικρία,amaror,amarities
πρυμνήσιος,taetricus
ἠλεκτροφαής,glaesum,langurium
καρχαρόδους,serro,serratim
προφθασία,praecursus,prolepsis
προπηλάκισις,tractatio
διαβάλλω,impono
πεῖσμα,retinaculum
ἀναίρω,sublimo,sustollo
δυσθρήνητος,perluctuosus
ἀσφαλός,trygona,phoenicurus
ἰλυώδης,mucosus,limosus
ῥαθάμιγξ,sorbilo
παράγω,produco
ἀμμορία,tat
ἀντιθάλπω,recalfacio
πότης,potor
καλαθίσκος,saltatus
τετράπεδος,quadrifluuium
ἀμυντικός,reuerbero
πυρπολέω,ignifer
οἰνοπωλέω,petrites
ἀπονία,uacatio
ἦδος,oblectamen,delectamentum
συμφωνέω,cohaereo
φιλόπαππος,dyseros
ἀνυστικός,effectiuus
ὑπερῴα,palatum
ταῦρος,taurus
αἰθός,badius
δαφναῖος,heluus
παυσίπονος,capitulatus
προσόψημα,uermiculatio
ἐμφερής,trichomanes
χειρονομία,gesticulatio
στεφανήφορος,lacernatus
ἀποβώμιος,commaritus
προσφερής,persimilis
πρεσβυτέριον,presbyterium
αὔλιον,casula
λιβανωτοφόρος,tureus,stagonias
τέρας,portendo
ἑκατόμβοιος,nummulus
ἄραξις,uerberabilis
ἀβλής,indeiectus
εὔχρυσος,perdiues
φιλανδρία,redamo
φριμάσσομαι,perfremo
ἴχνιον,uestigium
σιτευτός,saginarium
